Date,Level
12/1/1965,176.09
1/1/1966,176.1
2/1/1966,176.08
3/1/1966,176.13
4/1/1966,176.2
5/1/1966,176.26
6/1/1966,176.3
7/1/1966,176.28
8/1/1966,176.24
9/1/1966,176.17
10/1/1966,176.08
11/1/1966,176.01
12/1/1966,176.08
1/1/1967,176.07
2/1/1967,176.07
3/1/1967,176.06
4/1/1967,176.23
5/1/1967,176.35
6/1/1967,176.45
7/1/1967,176.5
8/1/1967,176.48
9/1/1967,176.4
10/1/1967,176.34
11/1/1967,176.34
12/1/1967,176.32
1/1/1968,176.29
2/1/1968,176.3
3/1/1968,176.27
4/1/1968,176.35
5/1/1968,176.4
6/1/1968,176.47
7/1/1968,176.55
8/1/1968,176.58
9/1/1968,176.6
10/1/1968,176.57
11/1/1968,176.5
12/1/1968,176.48
1/1/1969,176.47
2/1/1969,176.47
3/1/1969,176.45
4/1/1969,176.54
5/1/1969,176.7
6/1/1969,176.82
7/1/1969,176.94
8/1/1969,176.95
9/1/1969,176.86
10/1/1969,176.78
11/1/1969,176.73
12/1/1969,176.64
1/1/1970,176.59
2/1/1970,176.56
3/1/1970,176.53
4/1/1970,176.58
5/1/1970,176.68
6/1/1970,176.76
7/1/1970,176.8
8/1/1970,176.78
9/1/1970,176.77
10/1/1970,176.73
11/1/1970,176.69
12/1/1970,176.67
1/1/1971,176.63
2/1/1971,176.62
3/1/1971,176.68
4/1/1971,176.76
5/1/1971,176.86
6/1/1971,176.94
7/1/1971,176.96
8/1/1971,176.96
9/1/1971,176.9
10/1/1971,176.84
11/1/1971,176.76
12/1/1971,176.75
1/1/1972,176.73
2/1/1972,176.65
3/1/1972,176.65
4/1/1972,176.72
5/1/1972,176.88
6/1/1972,176.93
7/1/1972,176.99
8/1/1972,177.05
9/1/1972,177.07
10/1/1972,177.03
11/1/1972,177
12/1/1972,176.96
1/1/1973,176.98
2/1/1973,176.95
3/1/1973,176.98
4/1/1973,177.1
5/1/1973,177.2
6/1/1973,177.3
7/1/1973,177.3
8/1/1973,177.29
9/1/1973,177.21
10/1/1973,177.13
11/1/1973,177.04
12/1/1973,177
1/1/1974,176.95
2/1/1974,176.97
3/1/1974,177
4/1/1974,177.07
5/1/1974,177.19
6/1/1974,177.28
7/1/1974,177.32
8/1/1974,177.26
9/1/1974,177.15
10/1/1974,177.04
11/1/1974,176.98
12/1/1974,176.91
1/1/1975,176.87
2/1/1975,176.86
3/1/1975,176.87
4/1/1975,176.92
5/1/1975,177.06
6/1/1975,177.14
7/1/1975,177.15
8/1/1975,177.1
9/1/1975,177.07
10/1/1975,176.95
11/1/1975,176.87
12/1/1975,176.82
1/1/1976,176.76
2/1/1976,176.75
3/1/1976,176.87
4/1/1976,177.02
5/1/1976,177.11
6/1/1976,177.15
7/1/1976,177.15
8/1/1976,177.08
9/1/1976,176.95
10/1/1976,176.8
11/1/1976,176.64
12/1/1976,176.51
1/1/1977,176.42
2/1/1977,176.38
3/1/1977,176.44
4/1/1977,176.56
5/1/1977,176.57
6/1/1977,176.55
7/1/1977,176.56
8/1/1977,176.54
9/1/1977,176.53
10/1/1977,176.5
11/1/1977,176.5
12/1/1977,176.51
1/1/1978,176.48
2/1/1978,176.45
3/1/1978,176.43
4/1/1978,176.51
5/1/1978,176.61
6/1/1978,176.67
7/1/1978,176.69
8/1/1978,176.68
9/1/1978,176.71
10/1/1978,176.7
11/1/1978,176.62
12/1/1978,176.54
1/1/1979,176.51
2/1/1979,176.48
3/1/1979,176.54
4/1/1979,176.71
5/1/1979,176.88
6/1/1979,176.95
7/1/1979,176.98
8/1/1979,177
9/1/1979,176.96
10/1/1979,176.88
11/1/1979,176.83
12/1/1979,176.81
1/1/1980,176.78
2/1/1980,176.72
3/1/1980,176.68
4/1/1980,176.77
5/1/1980,176.84
6/1/1980,176.9
7/1/1980,176.93
8/1/1980,176.93
9/1/1980,176.9
10/1/1980,176.82
11/1/1980,176.72
12/1/1980,176.65
1/1/1981,176.59
2/1/1981,176.56
3/1/1981,176.6
4/1/1981,176.67
5/1/1981,176.75
6/1/1981,176.8
7/1/1981,176.82
8/1/1981,176.81
9/1/1981,176.8
10/1/1981,176.73
11/1/1981,176.66
12/1/1981,176.59
1/1/1982,176.51
2/1/1982,176.46
3/1/1982,176.45
4/1/1982,176.56
5/1/1982,176.62
6/1/1982,176.66
7/1/1982,176.69
8/1/1982,176.69
9/1/1982,176.65
10/1/1982,176.62
11/1/1982,176.6
12/1/1982,176.67
1/1/1983,176.67
2/1/1983,176.66
3/1/1983,176.68
4/1/1983,176.76
5/1/1983,176.9
6/1/1983,177.02
7/1/1983,177.02
8/1/1983,176.98
9/1/1983,176.93
10/1/1983,176.87
11/1/1983,176.77
12/1/1983,176.74
1/1/1984,176.7
2/1/1984,176.7
3/1/1984,176.72
4/1/1984,176.81
5/1/1984,176.91
6/1/1984,177.01
7/1/1984,177.06
8/1/1984,177.04
9/1/1984,177.02
10/1/1984,176.96
11/1/1984,176.93
12/1/1984,176.88
1/1/1985,176.88
2/1/1985,176.86
3/1/1985,176.98
4/1/1985,177.14
5/1/1985,177.24
6/1/1985,177.25
7/1/1985,177.23
8/1/1985,177.19
9/1/1985,177.2
10/1/1985,177.16
11/1/1985,177.19
12/1/1985,177.2
1/1/1986,177.14
2/1/1986,177.11
3/1/1986,177.12
4/1/1986,177.23
5/1/1986,177.28
6/1/1986,177.33
7/1/1986,177.39
8/1/1986,177.39
9/1/1986,177.38
10/1/1986,177.5
11/1/1986,177.38
12/1/1986,177.26
1/1/1987,177.18
2/1/1987,177.1
3/1/1987,177.06
4/1/1987,177.07
5/1/1987,177.06
6/1/1987,177.07
7/1/1987,177.04
8/1/1987,176.99
9/1/1987,176.9
10/1/1987,176.79
11/1/1987,176.7
12/1/1987,176.68
1/1/1988,176.63
2/1/1988,176.6
3/1/1988,176.57
4/1/1988,176.67
5/1/1988,176.7
6/1/1988,176.67
7/1/1988,176.61
8/1/1988,176.57
9/1/1988,176.48
10/1/1988,176.42
11/1/1988,176.43
12/1/1988,176.42
1/1/1989,176.38
2/1/1989,176.33
3/1/1989,176.32
4/1/1989,176.41
5/1/1989,176.44
6/1/1989,176.56
7/1/1989,176.57
8/1/1989,176.54
9/1/1989,176.47
10/1/1989,176.34
11/1/1989,176.27
12/1/1989,176.18
1/1/1990,176.15
2/1/1990,176.16
3/1/1990,176.19
4/1/1990,176.27
5/1/1990,176.35
6/1/1990,176.44
7/1/1990,176.51
8/1/1990,176.49
9/1/1990,176.45
10/1/1990,176.41
11/1/1990,176.39
12/1/1990,176.39
1/1/1991,176.36
2/1/1991,176.31
3/1/1991,176.33
4/1/1991,176.48
5/1/1991,176.6
6/1/1991,176.66
7/1/1991,176.64
8/1/1991,176.59
9/1/1991,176.48
10/1/1991,176.4
11/1/1991,176.38
12/1/1991,176.4
1/1/1992,176.38
2/1/1992,176.36
3/1/1992,176.38
4/1/1992,176.44
5/1/1992,176.53
6/1/1992,176.52
7/1/1992,176.54
8/1/1992,176.53
9/1/1992,176.52
10/1/1992,176.49
11/1/1992,176.52
12/1/1992,176.54
1/1/1993,176.54
2/1/1993,176.51
3/1/1993,176.48
4/1/1993,176.58
5/1/1993,176.7
6/1/1993,176.82
7/1/1993,176.91
8/1/1993,176.88
9/1/1993,176.83
10/1/1993,176.76
11/1/1993,176.7
12/1/1993,176.64
1/1/1994,176.57
2/1/1994,176.56
3/1/1994,176.59
4/1/1994,176.63
5/1/1994,176.7
6/1/1994,176.72
7/1/1994,176.82
8/1/1994,176.81
9/1/1994,176.78
10/1/1994,176.71
11/1/1994,176.66
12/1/1994,176.59
1/1/1995,176.53
2/1/1995,176.49
3/1/1995,176.47
4/1/1995,176.49
5/1/1995,176.58
6/1/1995,176.64
7/1/1995,176.63
8/1/1995,176.64
9/1/1995,176.55
10/1/1995,176.46
11/1/1995,176.44
12/1/1995,176.41
1/1/1996,176.37
2/1/1996,176.39
3/1/1996,176.39
4/1/1996,176.46
5/1/1996,176.63
6/1/1996,176.76
7/1/1996,176.83
8/1/1996,176.84
9/1/1996,176.82
10/1/1996,176.8
11/1/1996,176.79
12/1/1996,176.77
1/1/1997,176.79
2/1/1997,176.82
3/1/1997,176.89
4/1/1997,176.95
5/1/1997,177.07
6/1/1997,177.13
7/1/1997,177.19
8/1/1997,177.16
9/1/1997,177.12
10/1/1997,177.02
11/1/1997,176.89
12/1/1997,176.78
1/1/1998,176.74
2/1/1998,176.71
3/1/1998,176.74
4/1/1998,176.89
5/1/1998,176.91
6/1/1998,176.9
7/1/1998,176.88
8/1/1998,176.8
9/1/1998,176.68
10/1/1998,176.55
11/1/1998,176.44
12/1/1998,176.36
1/1/1999,176.27
2/1/1999,176.28
3/1/1999,176.24
4/1/1999,176.25
5/1/1999,176.28
6/1/1999,176.34
7/1/1999,176.4
8/1/1999,176.36
9/1/1999,176.24
10/1/1999,176.14
11/1/1999,176.04
12/1/1999,175.99
1/1/2000,175.92
2/1/2000,175.87
3/1/2000,175.9
4/1/2000,175.92
5/1/2000,176
6/1/2000,176.1
7/1/2000,176.13
8/1/2000,176.13
9/1/2000,176.09
10/1/2000,175.98
11/1/2000,175.89
12/1/2000,175.81
1/1/2001,175.77
2/1/2001,175.78
3/1/2001,175.78
4/1/2001,175.85
5/1/2001,175.95
6/1/2001,176.06
7/1/2001,176.05
8/1/2001,176.03
9/1/2001,176.01
10/1/2001,176.03
11/1/2001,176.05
12/1/2001,176.05
1/1/2002,175.99
2/1/2002,175.95
3/1/2002,175.99
4/1/2002,176.06
5/1/2002,176.19
6/1/2002,176.29
7/1/2002,176.33
8/1/2002,176.32
9/1/2002,176.24
10/1/2002,176.14
11/1/2002,176.01
12/1/2002,175.91
1/1/2003,175.82
2/1/2003,175.75
3/1/2003,175.73
4/1/2003,175.82
5/1/2003,175.92
6/1/2003,176
7/1/2003,176.04
8/1/2003,176.02
9/1/2003,175.94
10/1/2003,175.87
11/1/2003,175.89
12/1/2003,175.9
1/1/2004,175.87
2/1/2004,175.84
3/1/2004,175.9
4/1/2004,175.98
5/1/2004,176.12
6/1/2004,176.31
7/1/2004,176.37
8/1/2004,176.33
9/1/2004,176.28
10/1/2004,176.15
11/1/2004,176.1
12/1/2004,176.08
1/1/2005,176.08
2/1/2005,176.1
3/1/2005,176.1
4/1/2005,176.14
5/1/2005,176.19
6/1/2005,176.21
7/1/2005,176.19
8/1/2005,176.17
9/1/2005,176.09
10/1/2005,176
11/1/2005,175.93
12/1/2005,175.88
1/1/2006,175.88
2/1/2006,175.92
3/1/2006,175.93
4/1/2006,176.01
5/1/2006,176.09
6/1/2006,176.14
7/1/2006,176.14
8/1/2006,176.13
9/1/2006,176.04
10/1/2006,175.99
11/1/2006,175.94
12/1/2006,175.98
1/1/2007,176
2/1/2007,175.91
3/1/2007,175.92
4/1/2007,176.02
5/1/2007,176.06
6/1/2007,176.08
7/1/2007,176.05
8/1/2007,176
9/1/2007,175.95
10/1/2007,175.88
11/1/2007,175.77
12/1/2007,175.68
1/1/2008,175.7
2/1/2008,175.76
3/1/2008,175.78
4/1/2008,175.92
5/1/2008,176.04
6/1/2008,176.16
7/1/2008,176.24
8/1/2008,176.22
9/1/2008,176.18
10/1/2008,176.09
11/1/2008,176
12/1/2008,175.97
1/1/2009,176.01
2/1/2009,176.01
3/1/2009,176.09
4/1/2009,176.2
5/1/2009,176.34
6/1/2009,176.42
7/1/2009,176.44
8/1/2009,176.44
9/1/2009,176.37
10/1/2009,176.29
11/1/2009,176.27
12/1/2009,176.22
1/1/2010,176.15
2/1/2010,176.11
3/1/2010,176.09
4/1/2010,176.11
5/1/2010,176.13
6/1/2010,176.19
7/1/2010,176.26
8/1/2010,176.24
9/1/2010,176.16
10/1/2010,176.07
11/1/2010,175.96
12/1/2010,175.86
1/1/2011,175.809
2/1/2011,175.78
3/1/2011,175.809
4/1/2011,175.909
5/1/2011,176.102
6/1/2011,176.211
7/1/2011,176.26
8/1/2011,176.24
9/1/2011,176.129
10/1/2011,176.08
11/1/2011,176.07
12/1/2011,176.04
1/1/2012,175.99
2/1/2012,175.96
3/1/2012,176
4/1/2012,176.03
5/1/2012,176.05
6/1/2012,176.07
7/1/2012,176.04
8/1/2012,175.97
9/1/2012,175.86
10/1/2012,175.74
11/1/2012,175.67
12/1/2012,175.61
1/1/2013,175.57
2/1/2013,175.6
3/1/2013,175.63
4/1/2013,175.75
5/1/2013,175.93
6/1/2013,176.05
7/1/2013,176.09
8/1/2013,176.08
